day,h1_vol,h1_vibrate,day_vibrate,day_high,day_low
2011/10/28,11879,90,90,3220,3130,
2011/10/31,10532,88,88,3198,3110,
2011/11/1,3829,28,29,3154,3125,
2011/11/2,1767,32,32,3127,3095,
2011/11/3,833,14,14,3121,3107,
2011/11/4,1052,13,23,3145,3122,
2011/11/7,410,15,21,3142,3121,
2011/11/8,284,13,20,3134,3114,
2011/11/9,1460,44,120,3128,3008,
2011/11/10,2481,43,55,2975,2920,
2011/11/11,4416,70,107,3007,2900,
2011/11/14,4062,64,89,3009,2920,
2011/11/15,5194,50,59,2949,2890,
2011/11/16,2578,27,41,2944,2903,
2011/11/17,4302,40,57,2912,2855,
2011/11/18,3112,39,46,2877,2831,
2011/11/21,1668,27,27,2879,2852,
2011/11/22,1786,26,26,2859,2833,
2011/11/23,1129,12,49,2850,2801,
2011/11/24,2257,41,41,2810,2769,
2011/11/25,1619,22,42,2795,2753,
2011/11/28,2784,19,55,2776,2721,
2011/11/29,3792,22,44,2766,2722,
2011/11/30,9299,37,37,2788,2751,
2011/12/1,5995,68,68,2850,2782,
2011/12/2,3486,35,37,2799,2762,
2011/12/5,2994,20,20,2804,2784,
2011/12/6,1483,14,14,2796,2782,
2011/12/7,764,11,11,2804,2793,
2011/12/8,652,10,17,2796,2779,
2011/12/9,867,10,10,2785,2775,
2011/12/12,688,16,44,2780,2736,
2011/12/13,1850,22,22,2735,2713,
2011/12/14,1079,12,19,2724,2705,
2011/12/15,1240,19,28,2689,2661,
2011/12/16,1040,14,28,2696,2668,
2011/12/19,866,13,21,2689,2668,
2011/12/20,1025,15,15,2686,2671,
2011/12/21,2026,18,18,2703,2685,
2011/12/22,772,12,13,2691,2678,
2011/12/23,1107,15,15,2702,2687,
2011/12/26,622,14,39,2707,2668,
2011/12/27,914,11,14,2679,2665,
2011/12/28,2672,49,49,2726,2677,
2011/12/29,726,12,17,2718,2701,
2011/12/30,720,14,15,2734,2719,
2012/1/4,695,14,20,2758,2738,
2012/1/5,370,11,34,2773,2739,
2012/1/6,4219,58,90,2852,2762,
2012/1/9,3661,27,27,2848,2821,
2012/1/10,1673,26,44,2858,2814,
2012/1/11,3920,28,32,2855,2823,
2012/1/12,1417,12,36,2862,2826,
2012/1/13,2393,19,26,2848,2822,
2012/1/16,1681,23,32,2843,2811,
2012/1/17,1447,22,45,2881,2836,
2012/1/18,2284,29,29,2895,2866,
2012/1/19,2971,47,65,2945,2880,
2012/1/20,964,15,32,2965,2933,
2012/1/30,1484,28,44,2995,2951,
2012/1/31,4204,34,35,3015,2980,
2012/2/1,1982,12,15,3008,2993,
2012/2/2,1368,13,37,3008,2971,
2012/2/3,2697,26,31,2984,2953,
2012/2/6,2671,30,53,3033,2980,
2012/2/7,2835,25,40,3036,2996,
2012/2/8,2485,22,22,3032,3010,
2012/2/9,6821,59,86,3015,2929,
2012/2/10,5653,36,38,2949,2911,
2012/2/13,3197,18,18,2950,2932,
2012/2/14,4786,36,53,2937,2884,
2012/2/15,3967,22,46,2923,2877,
2012/2/16,8957,44,54,2932,2878,
2012/2/17,8398,24,31,2947,2916,
2012/2/20,7314,55,59,2970,2911,
2012/2/21,3356,13,24,2938,2914,
2012/2/22,2780,14,21,2951,2930,
2012/2/23,3508,13,18,2953,2935,
2012/2/24,2255,13,42,2950,2908,
2012/2/27,4597,20,30,2933,2903,
2012/2/28,5562,28,40,2930,2890,
2012/2/29,7169,33,59,2977,2918,
2012/3/1,8864,25,25,2988,2963,
2012/3/2,10160,45,49,3029,2980,
2012/3/5,6517,25,34,3040,3006,
2012/3/6,3809,23,45,3025,2980,
2012/3/7,4625,17,33,2976,2943,
2012/3/8,4514,19,30,2970,2940,
2012/3/9,3794,19,55,3010,2955,
2012/3/12,4731,37,38,3016,2978,
2012/3/13,6391,47,47,3034,2987,
2012/3/14,13912,33,68,3060,2992,
2012/3/15,7230,22,31,3003,2972,
2012/3/16,4027,18,48,2989,2941,
2012/3/19,5811,30,32,2979,2947,
2012/3/20,7280,22,58,3013,2955,
2012/3/21,9985,24,26,3017,2991,
2012/3/22,12215,46,61,3006,2945,
2012/3/23,8347,27,33,2965,2932,
2012/3/26,7875,36,36,3001,2965,
2012/3/27,5647,30,35,3000,2965,
2012/3/28,9910,30,47,3000,2953,
2012/3/29,4186,18,38,2990,2952,
2012/3/30,4609,21,29,2974,2945,
2012/4/5,2321,15,18,2948,2930,
2012/4/6,3250,14,14,2955,2941,
2012/4/9,2947,26,26,2961,2935,
2012/4/10,1223,12,21,2944,2923,
2012/4/11,2755,19,23,3033,3010,
2012/4/12,4373,30,60,3092,3032,
2012/4/13,5906,25,25,3102,3077,
2012/4/16,10533,36,45,3105,3060,
2012/4/17,6823,21,26,3104,3078,
2012/4/18,9582,30,39,3112,3073,
2012/4/19,10745,25,29,3115,3086,
2012/4/20,3657,15,24,3114,3090,
2012/4/23,5166,12,24,3106,3082,
2012/4/24,8264,22,24,3104,3080,
2012/4/25,10569,31,38,3130,3092,
2012/4/26,4928,12,17,3105,3088,
2012/4/27,3827,16,16,3104,3088,
2012/5/2,7105,22,54,3154,3100,
2012/5/3,8316,13,26,3159,3133,
2012/5/4,10708,27,33,3141,3108,
2012/5/7,8885,17,20,3090,3070,
2012/5/8,3491,12,21,3092,3071,
2012/5/9,4822,11,36,3076,3040,
2012/5/10,2764,17,17,3059,3042,
2012/5/11,8169,101,127,3148,3021,
2012/5/14,11284,110,110,3037,2927,
2012/5/15,8133,47,66,2907,2841,
2012/5/16,3616,22,30,2890,2860,
2012/5/17,11686,75,80,2896,2816,
2012/5/18,7720,32,42,2872,2830,
2012/5/21,5320,32,38,2897,2859,
2012/5/22,4739,22,28,2908,2880,
2012/5/23,7627,30,34,2864,2830,
2012/5/24,4419,27,38,2875,2837,
2012/5/25,2343,12,21,2877,2856,
2012/5/28,2283,14,27,2902,2875,
2012/5/29,1745,12,28,2908,2880,
2012/5/30,2672,14,38,2895,2857,
2012/5/31,3040,18,34,2860,2826,
2012/6/1,4017,23,26,2844,2818,
2012/6/4,7288,52,75,2792,2717,
2012/6/5,3469,16,58,2800,2742,
2012/6/6,3162,18,37,2815,2778,
2012/6/7,2967,16,54,2818,2764,
2012/6/8,4382,31,37,2770,2733,
2012/6/11,4211,30,83,2805,2722,
2012/6/12,9412,30,30,2751,2721,
2012/6/13,8615,44,49,2744,2695,
2012/6/14,10545,33,60,2715,2655,
2012/6/15,9149,24,36,2710,2674,
2012/6/18,6304,28,28,2747,2719,
2012/6/19,4089,23,32,2743,2711,
2012/6/20,4606,22,39,2780,2741,
2012/6/21,5417,27,27,2762,2735,
2012/6/25,6019,34,35,2775,2740,
2012/6/26,3031,13,59,2770,2711,
2012/6/27,5984,17,25,2719,2694,
2012/6/28,3748,20,29,2726,2697,
2012/6/29,5731,22,63,2746,2683,
2012/7/2,6102,48,72,2818,2746,
2012/7/3,10265,41,49,2839,2790,
2012/7/4,7413,30,38,2876,2838,
2012/7/5,6549,31,31,2863,2832,
2012/7/6,3446,16,26,2862,2836,
2012/7/9,3121,17,17,2835,2818,
2012/7/10,3913,23,26,2834,2808,
2012/7/11,4297,27,29,2805,2776,
2012/7/12,3479,23,30,2805,2775,
2012/7/13,3650,20,46,2824,2778,
2012/7/16,3420,25,30,2839,2809,
2012/7/17,8173,53,53,2865,2812,
2012/7/18,3140,18,38,2835,2797,
2012/7/19,3073,18,22,2830,2808,
2012/7/20,2183,14,105,2838,2733,
2012/7/23,6548,60,60,2769,2709,
2012/7/24,4169,30,30,2758,2728,
2012/7/25,3121,32,37,2777,2740,
2012/7/26,2897,17,69,2780,2711,
2012/7/27,4242,34,60,2824,2764,
2012/7/30,3351,18,33,2840,2807,
2012/7/31,3996,29,29,2849,2820,
2012/8/1,1576,10,21,2839,2818,
2012/8/2,5115,41,41,2863,2822,
2012/8/3,1348,13,22,2850,2828,
2012/8/6,1646,18,18,2873,2855,
2012/8/7,998,25,29,2895,2866,
2012/8/8,4598,26,42,2865,2823,
2012/8/9,5055,26,35,2843,2808,
2012/8/10,4510,18,52,2833,2781,
2012/8/13,3380,18,25,2795,2770,
2012/8/14,3787,36,80,2783,2703,
2012/8/15,4078,22,41,2779,2738,
2012/8/16,9788,43,43,2754,2711,
2012/8/17,4179,16,21,2755,2734,
2012/8/20,3151,22,37,2757,2720,
2012/8/21,11352,47,47,2730,2683,
2012/8/22,6255,31,36,2722,2686,
2012/8/23,6291,24,24,2737,2713,
2012/8/24,4984,27,45,2729,2684,
2012/8/27,8802,31,39,2730,2691,
2012/8/28,12379,42,42,2748,2706,
2012/8/29,8518,36,104,2739,2635,
2012/8/30,16168,56,89,2692,2603,
2012/8/31,9274,29,37,2659,2622,
2012/9/3,6662,29,29,2677,2648,
2012/9/4,11230,53,78,2684,2606,
2012/9/5,24410,71,81,2613,2532,
2012/9/6,27542,85,85,2650,2565,
2012/9/7,12115,32,93,2706,2613,
2012/9/10,17084,55,55,2726,2671,
2012/9/11,11859,33,37,2718,2681,
2012/9/12,12083,37,39,2745,2706,
2012/9/13,12114,44,44,2733,2689,
2012/9/14,14609,62,62,2814,2752,
2012/9/17,9507,30,54,2842,2788,
2012/9/18,8889,32,38,2829,2791,
2012/9/19,12475,37,39,2842,2803,
2012/9/20,7900,23,34,2809,2775,
2012/9/21,9097,32,32,2804,2772,
2012/9/24,7020,32,32,2785,2753,
2012/9/25,5624,23,48,2821,2773,
2012/9/26,5140,24,37,2807,2770,
2012/9/27,2338,23,43,2799,2756,
2012/9/28,4828,23,26,2815,2789,
2012/10/8,3608,25,36,2824,2788,
2012/10/9,7450,97,97,2803,2706,
2012/10/10,6843,26,105,2868,2763,
2012/10/11,13975,43,43,2858,2815,
2012/10/12,18951,47,47,2890,2843,
2012/10/15,8222,35,64,2855,2791,
2012/10/16,8646,39,39,2827,2788,
2012/10/17,8321,36,36,2848,2812,
2012/10/18,8930,24,27,2857,2830,
2012/10/19,9170,42,47,2852,2805,
2012/10/22,5595,21,36,2819,2783,
2012/10/23,10785,38,38,2843,2805,
2012/10/24,11890,34,42,2820,2778,
2012/10/25,8133,33,33,2831,2798,
2012/10/26,6873,24,32,2830,2798,
2012/10/29,5333,29,54,2829,2775,
2012/10/30,4886,16,50,2833,2783,
2012/10/31,6768,20,20,2835,2815,
2012/11/1,6654,20,25,2845,2820,
2012/11/2,5187,16,24,2836,2812,
2012/11/5,3906,14,27,2815,2788,
2012/11/6,9114,33,33,2810,2777,
2012/11/7,4622,22,24,2817,2793,
2012/11/8,2594,14,17,2798,2781,
2012/11/9,2234,14,34,2805,2771,
2012/11/12,8373,36,40,2770,2730,
2012/11/13,7930,28,41,2731,2690,
2012/11/14,5810,38,38,2728,2690,
2012/11/15,3622,15,31,2735,2704,
2012/11/16,3073,10,17,2723,2706,
2012/11/19,7030,37,38,2718,2680,
2012/11/20,2851,12,27,2734,2707,
2012/11/21,4522,19,19,2723,2704,
2012/11/22,2187,12,12,2730,2718,
2012/11/23,1997,11,19,2740,2721,
2012/11/26,1239,10,22,2756,2734,
2012/11/27,2216,11,11,2751,2740,
2012/11/28,2230,22,22,2757,2735,
2012/11/29,564,8,14,2755,2741,
2012/11/30,2258,23,27,2759,2732,
2012/12/3,1883,27,30,2773,2743,
2012/12/4,565,6,9,2765,2756,
2012/12/5,367,6,15,2778,2763,
2012/12/6,469,12,16,2785,2769,
2012/12/7,396,22,22,2780,2758,
2012/12/10,1783,19,19,2775,2756,
2012/12/11,2842,23,25,2786,2761,
2012/12/12,639,7,8,2770,2762,
2012/12/13,1859,26,26,2768,2742,
2012/12/14,908,17,22,2768,2746,
2012/12/17,1483,22,28,2784,2756,
2012/12/18,1520,12,15,2777,2762,
2012/12/19,987,16,19,2774,2755,
2012/12/20,1030,13,13,2758,2745,
2012/12/21,2149,41,41,2762,2721,
2012/12/24,1592,15,18,2736,2718,
2012/12/25,1672,12,20,2727,2707,
2012/12/26,1157,15,15,2735,2720,
2012/12/27,3058,37,37,2755,2718,
2012/12/28,671,7,12,2735,2723,
2012/12/31,785,8,10,2735,2725,
2013/1/4,3693,50,127,2842,2715,
2013/1/7,3627,13,28,2847,2819,
2013/1/8,13611,62,62,2882,2820,
2013/1/9,3053,22,27,2837,2810,
2013/1/10,4945,39,39,2852,2813,
2013/1/11,1838,18,53,2840,2787,
2013/1/14,1764,19,40,2828,2788,
2013/1/15,2424,21,24,2817,2793,
2013/1/16,1790,14,18,2798,2780,
2013/1/17,7472,44,44,2834,2790,
2013/1/18,14028,82,82,2934,2852,
2013/1/21,14505,53,68,2989,2921,
2013/1/22,6349,23,38,2940,2902,
2013/1/23,10504,26,33,2953,2920,
2013/1/24,7787,34,48,2948,2900,
2013/1/25,3612,18,18,2930,2912,
2013/1/28,7771,26,27,2948,2921,
2013/1/29,3063,10,32,2954,2922,
2013/1/30,12567,45,45,3000,2955,
2013/1/31,5301,40,40,2972,2932,
2013/2/1,3781,23,45,2961,2916,
2013/2/4,3709,16,41,2990,2949,
2013/2/5,3461,28,34,2962,2928,
2013/2/6,15762,65,65,3014,2949,
2013/2/7,4104,32,34,2972,2938,
2013/2/8,2187,18,21,2969,2948,
2013/2/18,6932,39,44,2999,2955,
2013/2/19,12858,43,43,3011,2968,
2013/2/20,3749,24,33,3005,2972,
2013/2/21,9639,47,54,2962,2908,
2013/2/22,2487,25,25,2933,2908,
2013/2/25,4028,44,66,2945,2879,
2013/2/26,4404,18,29,2879,2850,
2013/2/27,2582,24,27,2885,2858,
2013/2/28,1971,15,15,2895,2880,
2013/3/1,1633,24,27,2888,2861,
2013/3/4,1888,40,52,2893,2841,
2013/3/5,1243,12,19,2868,2849,
2013/3/6,1209,15,29,2880,2851,
2013/3/7,2019,23,31,2861,2830,
2013/3/8,1942,25,30,2845,2815,
2013/3/11,1261,10,11,2822,2811,
2013/3/12,938,9,23,2826,2803,
2013/3/13,1037,30,35,2816,2781,
2013/3/14,2004,37,38,2795,2757,
2013/3/15,632,15,26,2815,2789,
2013/3/18,615,25,25,2795,2770,
2013/3/19,273,13,14,2800,2786,
2013/3/20,229,18,36,2808,2772,
2013/3/21,260,6,12,2801,2789,
2013/3/22,149,19,19,2799,2780,
2013/3/25,231,30,30,2802,2772,
2013/3/26,145,9,9,2800,2791,
2013/3/27,196,9,9,2799,2790,
2013/3/28,152,11,11,2789,2778,
2013/3/29,130,15,23,2784,2761,
2013/4/1,1127,18,45,2906,2861,
2013/4/2,2585,36,47,2888,2841,
2013/4/3,633,16,16,2888,2872,
2013/4/8,820,19,50,2900,2850,
2013/4/9,845,24,32,2897,2865,
2013/4/10,709,12,18,2888,2870,
2013/4/11,1342,19,29,2899,2870,
2013/4/12,620,15,20,2880,2860,
2013/4/15,1203,17,32,2847,2815,
2013/4/16,1733,29,53,2815,2762,
2013/4/17,778,13,34,2814,2780,
2013/4/18,1558,32,50,2793,2743,
2013/4/19,666,17,20,2802,2782,
2013/4/22,717,20,20,2795,2775,
2013/4/23,462,10,29,2785,2756,
2013/4/24,445,18,33,2795,2762,
2013/4/25,816,21,21,2785,2764,
2013/4/26,571,13,19,2786,2767,
2013/5/2,1140,12,17,2772,2755,
2013/5/3,732,22,29,2795,2766,
2013/5/6,1879,23,23,2830,2807,
2013/5/7,689,20,20,2822,2802,
2013/5/8,785,18,21,2820,2799,
2013/5/9,324,14,26,2827,2801,
2013/5/10,486,10,22,2817,2795,
2013/5/13,562,14,16,2820,2804,
2013/5/14,281,10,17,2821,2804,
2013/5/15,337,22,41,2817,2776,
2013/5/16,2618,46,46,2761,2715,
2013/5/17,643,12,24,2748,2724,
2013/5/20,661,14,20,2748,2728,
2013/5/21,578,15,18,2748,2730,
2013/5/22,439,13,17,2744,2727,
2013/5/23,825,22,36,2732,2696,
2013/5/24,451,11,18,2712,2694,
2013/5/27,869,13,14,2700,2686,
2013/5/28,203,7,18,2705,2687,
2013/5/29,422,6,25,2710,2685,
2013/5/30,619,21,21,2689,2668,
2013/5/31,599,18,29,2709,2680,
2013/6/3,557,15,15,2688,2673,
2013/6/4,338,13,26,2688,2662,
2013/6/5,573,13,13,2678,2665,
2013/6/6,478,9,40,2670,2630,
2013/6/7,426,9,35,2655,2620,
2013/6/13,518,14,14,2623,2609,
2013/6/14,234,17,19,2630,2611,
2013/6/17,747,28,28,2655,2627,
2013/6/18,122,6,13,2645,2632,
2013/6/19,356,7,20,2640,2620,
2013/6/20,193,11,13,2622,2609,
2013/6/21,709,23,28,2620,2592,
2013/6/24,729,20,24,2620,2596,
2013/6/25,136,12,14,2606,2592,
2013/6/26,90,6,19,2604,2585,
2013/6/27,116,9,16,2598,2582,
2013/6/28,103,13,13,2599,2586,
2013/7/1,521,21,25,2610,2585,
2013/7/2,252,12,12,2605,2593,
2013/7/3,495,11,12,2607,2595,
2013/7/4,180,9,9,2602,2593,
2013/7/5,128,8,14,2599,2585,
2013/7/8,189,16,16,2589,2573,
2013/7/9,153,6,51,2635,2584,
2013/7/10,542,20,21,2639,2618,
2013/7/11,360,10,48,2674,2626,
2013/7/12,192,7,24,2658,2634,
2013/7/15,510,30,30,2641,2611,
2013/7/16,182,15,18,2633,2615,
2013/7/17,187,10,39,2669,2630,
2013/7/18,126,12,27,2668,2641,
2013/7/19,326,14,20,2680,2660,
2013/7/22,264,24,24,2677,2653,
2013/7/23,258,17,19,2669,2650,
2013/7/24,194,14,14,2672,2658,
2013/7/25,141,5,14,2675,2661,
2013/7/26,624,23,24,2701,2677,
2013/7/29,506,20,40,2728,2688,
2013/7/30,467,17,62,2786,2724,
2013/7/31,1505,26,35,2797,2762,
2013/8/1,1079,35,35,2786,2751,
2013/8/2,642,17,45,2785,2740,
2013/8/5,370,25,25,2770,2745,
2013/8/6,1298,44,44,2805,2761,
2013/8/7,1078,39,45,2767,2722,
2013/8/8,784,24,40,2752,2712,
2013/8/9,389,22,22,2765,2743,
2013/8/12,345,24,24,2780,2756,
2013/8/13,348,27,31,2798,2767,
2013/8/14,116,12,12,2788,2776,
2013/8/15,169,21,34,2810,2776,
2013/8/16,321,31,58,2876,2818,
2013/8/19,370,15,25,2920,2895,
2013/8/20,769,32,55,2898,2843,
2013/8/21,245,21,38,2864,2826,
2013/8/22,827,26,30,2860,2830,
2013/8/23,444,36,36,2841,2805,
2013/8/26,1012,33,42,2866,2824,
2013/8/27,279,18,42,2857,2815,
2013/8/28,775,18,74,2899,2825,
2013/8/29,874,34,34,2829,2795,
2013/8/30,388,14,19,2815,2796,
2013/9/2,282,18,26,2828,2802,
2013/9/3,237,12,24,2828,2804,
2013/9/4,215,9,11,2816,2805,
2013/9/5,121,13,27,2827,2800,
2013/9/6,375,26,35,2847,2812,
2013/9/9,369,17,18,2843,2825,
2013/9/10,663,23,41,2872,2831,
2013/9/11,670,17,29,2890,2861,
2013/9/12,328,16,16,2877,2861,
2013/9/13,355,14,23,2874,2851,
2013/9/16,387,19,39,2879,2840,
2013/9/17,282,26,34,2863,2829,
2013/9/18,745,28,37,2894,2857,
2013/9/23,1676,53,69,2955,2886,
2013/9/24,832,21,26,2957,2931,
2013/9/25,1344,28,30,2938,2908,
2013/9/26,1027,21,22,2949,2927,
2013/9/27,503,15,21,2929,2908,
2013/9/30,538,26,69,2917,2848,
2013/10/8,528,25,26,2858,2832,
2013/10/9,509,13,30,2848,2818,
2013/10/10,306,12,20,2830,2810,
2013/10/11,565,20,29,2842,2813,
2013/10/14,672,17,25,2825,2800,
2013/10/15,701,13,18,2837,2819,
2013/10/16,145,7,7,2827,2820,
2013/10/17,193,25,32,2845,2813,
2013/10/18,275,10,12,2820,2808,
2013/10/21,153,12,12,2821,2809,
2013/10/22,889,48,69,2816,2747,
2013/10/23,528,16,25,2768,2743,
2013/10/24,791,47,47,2794,2747,
2013/10/25,125,7,37,2787,2750,
2013/10/28,277,37,37,2801,2764,
2013/10/29,524,23,27,2819,2792,
2013/10/30,161,12,40,2846,2806,
2013/10/31,243,11,11,2847,2836,
2013/11/1,661,32,40,2850,2810,
2013/11/4,192,20,20,2849,2829,
2013/11/5,256,18,46,2878,2832,
2013/11/6,278,13,18,2881,2863,
2013/11/7,139,7,15,2873,2858,
2013/11/8,158,12,25,2860,2835,
2013/11/11,522,29,50,2894,2844,
2013/11/12,851,21,27,2904,2877,
2013/11/13,227,12,12,2903,2891,
2013/11/14,344,12,49,2944,2895,
2013/11/15,909,15,34,2955,2921,
2013/11/18,2134,47,61,2990,2929,
2013/11/19,1169,11,22,2994,2972,
2013/11/20,2544,33,42,3032,2990,
2013/11/21,2208,28,31,3049,3018,
2013/11/22,2375,32,109,3153,3044,
2013/11/25,9522,46,47,3175,3128,
2013/11/26,3884,37,37,3151,3114,
2013/11/27,7126,51,51,3175,3124,
2013/11/28,2417,21,22,3156,3134,
2013/11/29,3289,25,37,3154,3117,
2013/12/2,3602,37,44,3177,3133,
2013/12/3,6460,47,123,3282,3159,
2013/12/4,12893,36,36,3308,3272,
2013/12/5,7087,25,48,3336,3288,
2013/12/6,6847,21,119,3444,3325,
2013/12/9,19615,68,135,3595,3460,
2013/12/10,46089,59,70,3404,3334,
2013/12/11,68080,128,136,3364,3228,
2013/12/12,52227,65,78,3290,3212,
2013/12/13,67510,61,70,3266,3196,
2013/12/16,31765,46,116,3252,3136,
2013/12/17,41227,37,77,3167,3090,
2013/12/18,49333,28,50,3115,3065,
2013/12/19,28771,28,39,3125,3086,
2013/12/20,20322,21,57,3106,3049,
2013/12/23,17252,30,64,3095,3031,
2013/12/24,17638,21,41,3054,3013,
2013/12/25,19434,22,36,3063,3027,
2013/12/26,16394,32,52,3068,3016,
2013/12/27,17333,23,33,3028,2995,
2013/12/30,16573,34,35,3022,2987,
2013/12/31,24803,50,50,3045,2995,
2014/1/2,29544,75,92,2995,2903,
2014/1/3,19480,34,41,2910,2869,
2014/1/6,24246,55,55,2920,2865,
2014/1/7,10066,15,19,2890,2871,
2014/1/8,7326,27,40,2905,2865,
2014/1/9,18436,38,45,2930,2885,
2014/1/10,13553,47,56,2926,2870,
2014/1/13,17914,38,39,2958,2919,
2014/1/14,9943,21,43,2971,2928,
2014/1/15,9083,32,32,2982,2950,
2014/1/16,7531,26,28,2979,2951,
2014/1/17,25108,70,70,2951,2881,
2014/1/20,8488,24,48,2948,2900,
2014/1/21,7740,30,32,2945,2913,
2014/1/22,10411,20,24,2952,2928,
2014/1/23,8145,30,34,2940,2906,
2014/1/24,3684,16,36,2954,2918,
2014/1/27,5265,21,28,2965,2937,
2014/1/28,3024,22,40,2950,2910,
2014/1/29,4441,33,47,2946,2899,
2014/1/30,1224,13,21,2947,2926,
2014/2/7,1556,18,18,2954,2936,
2014/2/10,9456,37,103,3062,2959,
2014/2/11,42884,51,82,3122,3040,
2014/2/12,17407,45,59,3087,3028,
2014/2/13,8085,24,37,3075,3038,
2014/2/14,8822,24,30,3071,3041,
2014/2/17,15167,43,43,3109,3066,
2014/2/18,10471,23,85,3095,3010,
2014/2/19,9839,28,30,3047,3017,
2014/2/20,20416,47,47,3033,2986,
2014/2/21,7512,23,50,3015,2965,
2014/2/24,21070,83,83,2956,2873,
2014/2/25,18706,39,98,2843,2745,
2014/2/26,11350,26,71,2798,2727,
2014/2/27,14656,44,44,2782,2738,
2014/2/28,8905,27,27,2778,2751,
2014/3/3,17210,74,74,2774,2700,
2014/3/4,21825,55,72,2778,2706,
2014/3/5,17354,55,55,2800,2745,
2014/3/6,8447,23,23,2784,2761,
2014/3/7,7675,20,62,2786,2724,
2014/3/10,11586,89,89,2734,2645,
2014/3/11,9852,32,85,2783,2698,
2014/3/12,10088,42,53,2744,2691,
2014/3/13,20126,57,64,2704,2640,
2014/3/14,16669,54,58,2682,2624,
2014/3/17,12391,32,37,2623,2586,
2014/3/18,14320,25,50,2610,2560,
2014/3/19,8494,26,41,2606,2565,
2014/3/20,12354,40,40,2586,2546,
2014/3/21,6079,18,23,2560,2537,
2014/3/24,9788,63,63,2600,2537,
2014/3/25,4957,27,91,2659,2568,
2014/3/26,5283,26,37,2641,2604,
2014/3/27,3136,19,44,2659,2615,
2014/3/28,2875,23,28,2645,2617,
2014/3/31,10550,57,81,2742,2661,
2014/4/1,3556,25,25,2737,2712,
2014/4/2,7478,72,72,2732,2660,
2014/4/3,2994,27,34,2696,2662,
2014/4/4,4884,34,56,2806,2750,
2014/4/8,5751,42,61,2823,2762,
2014/4/9,5717,23,73,2779,2706,
2014/4/10,13078,35,52,2736,2684,
2014/4/11,9627,27,37,2730,2693,
2014/4/14,8491,28,31,2694,2663,
2014/4/15,5392,17,25,2698,2673,
2014/4/16,6709,30,30,2691,2661,
2014/4/17,6479,19,22,2686,2664,
2014/4/18,11020,34,51,2707,2656,
2014/4/21,28095,56,56,2761,2705,
2014/4/22,7886,22,72,2755,2683,
2014/4/23,9559,25,27,2707,2680,
2014/4/24,17829,44,64,2765,2701,
2014/4/25,14746,36,43,2778,2735,
2014/4/28,10384,34,34,2750,2716,
2014/4/29,13989,43,43,2750,2707,
2014/4/30,7014,23,35,2740,2705,
2014/5/5,10188,30,40,2720,2680,
2014/5/6,10566,20,32,2685,2653,
2014/5/7,12561,19,30,2665,2635,
2014/5/8,8684,18,31,2668,2637,
2014/5/9,7860,18,24,2650,2626,
2014/5/12,10602,24,26,2676,2650,
2014/5/13,7706,18,20,2672,2652,
2014/5/14,9012,24,32,2685,2653,
2014/5/15,10461,25,30,2662,2632,
2014/5/16,15545,35,70,2639,2569,
2014/5/19,5574,17,38,2622,2584,
2014/5/20,6032,26,59,2630,2571,
2014/5/21,9020,26,28,2588,2560,
2014/5/22,8366,16,26,2598,2572,
2014/5/23,5957,19,19,2584,2565,
2014/5/26,14877,34,41,2622,2581,
2014/5/27,8967,27,48,2635,2587,
2014/5/28,12639,22,33,2638,2605,
2014/5/29,9296,30,30,2615,2585,
2014/5/30,4433,18,28,2613,2585,
2014/6/3,11677,31,31,2620,2589,
2014/6/4,10905,26,58,2606,2548,
2014/6/5,10106,15,28,2570,2542,
2014/6/6,6169,15,27,2573,2546,
2014/6/9,8699,15,21,2559,2538,
2014/6/10,8162,17,21,2552,2531,
2014/6/11,7902,15,28,2568,2540,
2014/6/12,10233,17,25,2579,2554,
2014/6/13,43778,77,84,2669,2585,
2014/6/16,33386,44,44,2691,2647,
2014/6/17,65391,84,84,2735,2651,
2014/6/18,26826,44,44,2700,2656,
2014/6/19,23083,28,48,2714,2666,
2014/6/20,11935,18,34,2686,2652,
2014/6/23,22521,49,49,2714,2665,
2014/6/24,9211,21,50,2713,2663,
2014/6/25,11699,19,41,2724,2683,
2014/6/26,36801,46,55,2760,2705,
2014/6/27,18676,21,40,2762,2722,
2014/6/30,11805,21,25,2731,2706,
2014/7/1,11413,25,53,2726,2673,
2014/7/2,11447,26,79,2689,2610,
2014/7/3,8339,19,28,2668,2640,
2014/7/4,5447,14,22,2657,2635,
2014/7/7,12630,36,58,2685,2627,
2014/7/8,19732,27,32,2698,2666,
2014/7/9,9231,22,35,2676,2641,
2014/7/10,8797,12,27,2650,2623,
2014/7/11,14281,36,46,2642,2596,
2014/7/14,8480,19,23,2611,2588,
2014/7/15,7356,19,21,2620,2599,
2014/7/16,5628,17,25,2607,2582,
2014/7/17,23801,58,58,2634,2576,
2014/7/18,9347,27,41,2628,2587,
2014/7/21,4860,15,27,2592,2565,
2014/7/22,9285,27,32,2587,2555,
2014/7/23,7878,28,28,2599,2571,
2014/7/24,3586,12,25,2597,2572,
2014/7/25,3126,15,20,2593,2573,
2014/7/28,7370,32,57,2640,2583,
2014/7/29,10630,22,24,2856,2832,
2014/7/30,10722,29,39,2851,2812,
2014/7/31,14895,26,37,2859,2822,
2014/8/1,273,22,31,2912,2881,
2014/8/4,199,23,31,2906,2875,
2014/8/5,200,18,19,2919,2900,
2014/8/6,239,70,70,2901,2831,
