day,h1_vol,h1_vibrate,day_vibrate,day_high,day_low
2014/8/7,258,46,47,2930,2883,
2014/8/8,202,22,54,2937,2883,
2014/8/11,352,34,40,2956,2916,
2014/8/12,193,24,36,2937,2901,
2014/8/13,1081,79,79,3012,2933,
2014/8/14,444,27,29,2999,2970,
2014/8/15,401,40,40,2998,2958,
2014/8/18,302,19,25,2986,2961,
2014/8/19,177,12,27,2997,2970,
2014/8/20,223,22,24,2987,2963,
2014/8/21,285,18,24,2984,2960,
2014/8/22,180,11,30,2970,2940,
2014/8/25,475,37,55,2945,2890,
2014/8/26,858,37,57,2889,2832,
2014/8/27,806,34,34,2874,2840,
2014/8/28,470,28,37,2873,2836,
2014/8/29,1315,50,50,2843,2793,
2014/9/1,552,41,41,2866,2825,
2014/9/2,1394,111,112,2961,2849,
2014/9/3,626,24,33,2869,2836,
2014/9/4,529,25,25,2880,2855,
2014/9/5,317,21,21,2866,2845,
2014/9/9,265,17,25,2867,2842,
2014/9/10,948,37,56,2878,2822,
2014/9/11,427,21,21,2866,2845,
2014/9/12,153,8,46,2861,2815,
2014/9/15,1557,49,57,2868,2811,
2014/9/16,999,26,35,2907,2872,
2014/9/17,1502,22,29,2919,2890,
2014/9/18,750,21,23,2917,2894,
2014/9/19,912,22,30,2928,2898,
2014/9/22,1146,31,44,2941,2897,
2014/9/23,953,17,74,2929,2855,
2014/9/24,893,25,47,2890,2843,
2014/9/25,801,24,24,2885,2861,
2014/9/26,470,12,19,2876,2857,
2014/9/29,819,13,15,2860,2845,
2014/9/30,430,22,43,2896,2853,
2014/10/8,716,31,38,2871,2833,
2014/10/9,647,30,50,2850,2800,
2014/10/10,1822,54,92,2826,2734,
2014/10/13,1710,31,31,2780,2749,
2014/10/14,1033,30,50,2788,2738,
2014/10/15,949,35,61,2804,2743,
2014/10/16,1828,23,29,2786,2757,
2014/10/17,621,35,57,2801,2744,
2014/10/20,4248,34,56,2753,2697,
2014/10/21,2963,39,44,2744,2700,
2014/10/22,1482,17,30,2757,2727,
2014/10/23,942,29,55,2775,2720,
2014/10/24,1434,28,35,2792,2757,
2014/10/27,2575,27,46,2798,2752,
2014/10/28,1835,17,19,2777,2758,
2014/10/29,1296,16,16,2783,2767,
2014/10/30,2163,40,50,2830,2780,
2014/10/31,2614,22,26,2776,2750,
2014/11/3,2762,33,64,2768,2704,
2014/11/4,2834,30,38,2717,2679,
2014/11/5,3492,55,55,2711,2656,
2014/11/6,2236,31,85,2677,2592,
2014/11/7,5400,39,39,2624,2585,
2014/11/10,4138,34,43,2639,2596,
2014/11/11,4491,40,40,2653,2613,
2014/11/12,5215,37,41,2683,2642,
2014/11/13,5441,100,100,2760,2660,
2014/11/14,2399,21,22,2675,2653,
2014/11/17,5537,31,66,2699,2633,
2014/11/18,3581,24,27,2655,2628,
2014/11/19,2085,17,55,2689,2634,
2014/11/20,19874,52,70,2723,2653,
2014/11/21,16666,44,45,2711,2666,
2014/11/24,12005,51,51,2692,2641,
2014/11/25,7495,31,41,2665,2624,
2014/11/26,21367,57,71,2667,2596,
2014/11/27,19349,59,59,2612,2553,
2014/11/28,10998,44,44,2564,2520,
2014/12/1,12957,45,45,2505,2460,
2014/12/2,18014,46,68,2551,2483,
2014/12/3,10253,29,42,2516,2474,
2014/12/4,18111,40,108,2543,2435,
2014/12/5,15351,36,44,2482,2438,
2014/12/8,31941,52,75,2429,2354,
2014/12/9,31755,40,61,2348,2287,
2014/12/10,45275,61,61,2365,2304,
2014/12/11,38317,45,45,2345,2300,
2014/12/12,48666,30,60,2335,2275,
2014/12/15,107082,74,74,2336,2262,
2014/12/16,73760,29,56,2262,2206,
2014/12/17,139222,36,36,2186,2150,
2014/12/18,131697,38,38,2053,2015,
2014/12/19,212587,82,87,2098,2011,
2014/12/22,92184,31,75,2098,2023,
2014/12/23,92486,16,69,2046,1977,
2014/12/24,130033,21,90,2095,2005,
2014/12/25,185139,27,27,2088,2061,
2014/12/26,166752,30,32,2112,2080,
2014/12/29,73027,24,29,2067,2038,
2014/12/30,268956,53,63,2088,2025,
2014/12/31,124718,21,33,2074,2041,
2015/1/5,111916,28,55,2056,2001,
2015/1/6,153198,24,48,2041,1993,
2015/1/7,166321,21,41,2041,2000,
2015/1/8,85811,11,20,2043,2023,
2015/1/9,211860,29,29,2035,2006,
2015/1/12,391707,59,71,2015,1944,
2015/1/13,215600,33,36,1933,1897,
2015/1/14,280514,31,49,1956,1907,
2015/1/15,200168,22,25,1967,1942,
2015/1/16,175602,23,48,1988,1940,
2015/1/19,239549,23,23,2017,1994,
2015/1/20,153469,18,31,2012,1981,
2015/1/21,415477,71,71,2075,2004,
2015/1/22,153951,24,39,2076,2037,
2015/1/23,122559,16,25,2058,2033,
2015/1/26,214317,28,37,2040,2003,
2015/1/27,123914,22,25,2044,2019,
2015/1/28,83346,11,56,2087,2031,
2015/1/29,131136,20,22,2074,2052,
2015/1/30,186447,29,34,2064,2030,
2015/2/2,324721,41,41,2109,2068,
2015/2/3,230650,25,57,2138,2081,
2015/2/4,354996,46,52,2180,2128,
2015/2/5,178409,24,24,2133,2109,
2015/2/6,182979,19,24,2171,2147,
2015/2/9,160086,22,25,2157,2132,
2015/2/10,141703,18,27,2151,2124,
2015/2/11,106416,15,23,2139,2116,
2015/2/12,101804,14,33,2163,2130,
2015/2/13,249035,28,57,2227,2170,
2015/2/16,210362,46,46,2268,2222,
2015/2/17,97488,19,28,2252,2224,
2015/2/25,110233,17,91,2291,2200,
2015/2/26,248209,27,66,2348,2282,
2015/2/27,256516,21,44,2365,2321,
2015/3/2,435752,38,50,2437,2387,
2015/3/3,745590,96,120,2528,2408,
2015/3/4,559888,52,53,2424,2371,
2015/3/5,629063,43,81,2451,2370,
2015/3/6,620889,28,53,2469,2416,
2015/3/9,593090,35,112,2483,2371,
2015/3/10,793784,43,58,2471,2413,
2015/3/11,646086,25,46,2443,2397,
2015/3/12,553151,28,68,2476,2408,
2015/3/13,522451,22,43,2477,2434,
2015/3/16,700055,39,43,2446,2403,
2015/3/17,1014207,59,77,2443,2366,
2015/3/18,428827,25,78,2396,2318,
2015/3/19,686759,30,58,2373,2315,
2015/3/20,580988,31,37,2358,2321,
2015/3/23,616588,49,49,2362,2313,
2015/3/24,495590,34,51,2435,2384,
2015/3/25,251471,25,40,2428,2388,
2015/3/26,407218,37,43,2444,2401,
2015/3/27,485427,50,72,2429,2357,
2015/3/30,294715,26,32,2385,2353,
2015/3/31,303156,27,29,2416,2387,
2015/4/1,302017,31,43,2417,2374,
2015/4/2,264877,18,54,2485,2431,
2015/4/3,293994,36,61,2443,2382,
2015/4/7,280108,21,21,2444,2423,
2015/4/8,217473,20,40,2448,2408,
2015/4/9,209755,22,41,2418,2377,
2015/4/10,134561,21,42,2412,2370,
2015/4/13,149860,29,42,2439,2397,
2015/4/14,75846,16,27,2422,2395,
2015/4/15,97887,15,20,2436,2416,
2015/4/16,182290,52,52,2522,2470,
2015/4/17,214921,24,70,2582,2512,
2015/4/20,473593,58,58,2612,2554,
2015/4/21,222190,19,59,2597,2538,
2015/4/22,221041,16,36,2554,2518,
2015/4/23,235799,19,33,2556,2523,
2015/4/24,254018,26,33,2583,2550,
2015/4/27,310043,44,55,2610,2555,
2015/4/28,307824,35,53,2631,2578,
2015/4/29,301265,32,66,2593,2527,
2015/4/30,233355,20,25,2583,2558,
2015/5/4,241891,42,50,2586,2536,
2015/5/5,255851,25,25,2578,2553,
2015/5/6,312877,29,29,2606,2577,
2015/5/7,217872,17,22,2555,2533,
2015/5/8,254730,21,38,2520,2482,
2015/5/11,205713,29,31,2527,2496,
2015/5/12,233743,21,21,2509,2488,
2015/5/13,166786,11,26,2523,2497,
2015/5/14,154481,15,37,2493,2456,
2015/5/15,106644,11,27,2512,2485,
2015/5/18,137812,17,19,2498,2479,
2015/5/19,175177,29,43,2480,2437,
2015/5/20,268027,31,33,2435,2402,
2015/5/21,147266,17,40,2468,2428,
2015/5/22,189296,25,30,2481,2451,
2015/5/25,147466,19,32,2467,2435,
2015/5/26,196153,33,51,2508,2457,
2015/5/27,158233,22,22,2468,2446,
2015/5/28,141536,21,33,2474,2441,
2015/5/29,185059,14,31,2493,2462,
2015/6/1,159095,28,33,2499,2466,
2015/6/2,78171,14,28,2479,2451,
2015/6/3,126429,16,44,2489,2445,
2015/6/4,255935,37,39,2455,2416,
2015/6/5,93391,16,20,2449,2429,
2015/6/8,83293,13,22,2455,2433,
2015/6/9,59174,7,31,2473,2442,
2015/6/10,64067,8,21,2485,2464,
2015/6/11,121557,18,24,2462,2438,
2015/6/12,122184,17,17,2450,2433,
2015/6/15,95353,14,26,2467,2441,
2015/6/16,307117,51,60,2532,2472,
2015/6/17,178610,32,37,2528,2491,
2015/6/18,184590,16,20,2506,2486,
2015/6/19,126227,12,22,2523,2501,
2015/6/23,173478,31,43,2519,2476,
2015/6/24,136966,21,26,2515,2489,
2015/6/25,90504,10,15,2511,2496,
2015/6/26,97305,10,28,2524,2496,
2015/6/29,149452,21,27,2510,2483,
2015/6/30,207770,29,69,2505,2436,
2015/7/1,101043,17,19,2498,2479,
2015/7/2,95015,18,38,2505,2467,
2015/7/3,80336,14,24,2494,2470,
2015/7/6,160644,23,42,2471,2429,
2015/7/7,211349,46,89,2444,2355,
2015/7/8,88750,28,28,2262,2234,
2015/7/9,166636,59,111,2400,2289,
2015/7/10,129969,40,52,2387,2335,
2015/7/13,128526,26,45,2377,2332,
2015/7/14,89422,15,66,2368,2302,
2015/7/15,131828,20,43,2347,2304,
2015/7/16,139619,32,38,2312,2274,
2015/7/17,96608,23,24,2305,2281,
2015/7/20,85432,22,25,2318,2293,
2015/7/21,74747,15,40,2308,2268,
2015/7/22,75826,10,24,2311,2287,
2015/7/23,169753,30,30,2301,2271,
2015/7/24,121302,31,42,2292,2250,
2015/7/27,192944,67,67,2251,2184,
2015/7/28,98939,39,74,2177,2103,
2015/7/29,86994,26,59,2194,2135,
2015/7/30,65454,14,39,2178,2139,
2015/7/31,40236,13,15,2150,2135,
2015/8/3,175430,56,56,2137,2081,
2015/8/4,261724,60,60,2065,2005,
2015/8/5,134345,20,33,2079,2046,
2015/8/6,224754,28,30,2038,2008,
2015/8/7,140899,21,46,2030,1984,
2015/8/10,138490,18,48,2054,2006,
2015/8/11,403478,31,35,2109,2074,
2015/8/12,226451,25,38,2101,2063,
2015/8/13,181537,40,81,2160,2079,
2015/8/14,186802,26,47,2146,2099,
2015/8/17,285355,40,44,2121,2077,
2015/8/18,183253,18,62,2099,2037,
2015/8/19,168163,16,24,2062,2038,
2015/8/20,245818,22,22,2038,2016,
2015/8/21,238826,22,26,2052,2026,
2015/8/24,338201,59,59,2016,1957,
2015/8/25,223576,58,91,1954,1863,
2015/8/26,461292,61,61,1921,1860,
2015/8/27,392279,40,51,1936,1885,
2015/8/28,28973,5,5,1980,1975,
2015/8/31,232193,20,56,1966,1910,
2015/9/1,401511,28,40,1964,1924,
2015/9/2,323696,38,43,1925,1882,
2015/9/7,363675,41,43,1942,1899,
2015/9/8,224575,13,25,1927,1902,
2015/9/9,258185,13,43,1973,1930,
2015/9/10,255337,10,29,1946,1917,
2015/9/11,214253,15,26,1972,1946,
2015/9/14,227104,14,44,1952,1908,
2015/9/15,200172,8,25,1927,1902,
2015/9/16,202731,20,27,1938,1911,
2015/9/17,204036,13,22,1960,1938,
2015/9/18,228848,12,26,1960,1934,
2015/9/21,273766,23,34,1951,1917,
2015/9/22,207944,19,40,1984,1944,
2015/9/23,690149,40,41,2003,1962,
2015/9/24,296069,16,19,1992,1973,
2015/9/25,171130,13,31,1984,1953,
2015/9/28,216501,15,18,1966,1948,
2015/9/29,169332,16,31,1927,1896,
2015/9/30,104937,11,15,1924,1909,
2015/10/8,261308,72,72,2030,1958,
2015/10/9,161231,11,77,2061,1984,
2015/10/12,183256,25,33,2045,2012,
2015/10/13,158584,13,24,2028,2004,
2015/10/14,119721,10,20,2025,2005,
2015/10/15,97812,9,24,2020,1996,
2015/10/16,166797,13,29,1991,1962,
2015/10/19,116672,13,31,1978,1947,
2015/10/20,112824,11,15,1942,1927,
2015/10/21,143850,16,22,1938,1916,
2015/10/22,104856,9,18,1939,1921,
2015/10/23,254273,24,61,1926,1865,
2015/10/26,142365,11,15,1892,1877,
2015/10/27,215470,21,36,1887,1851,
2015/10/28,103473,12,20,1884,1864,
2015/10/29,155285,18,31,1906,1875,
2015/10/30,195886,24,32,1879,1847,
2015/11/2,261921,33,39,1889,1850,
2015/11/3,103965,11,20,1884,1864,
2015/11/4,269844,27,31,1914,1883,
2015/11/5,146210,9,17,1903,1886,
2015/11/6,125224,16,37,1915,1878,
2015/11/9,156921,21,29,1927,1898,
2015/11/10,129083,14,23,1905,1882,
2015/11/11,129743,14,33,1899,1866,
2015/11/12,91653,9,22,1893,1871,
2015/11/13,162152,17,19,1920,1901,
2015/11/16,147874,22,38,1925,1887,
2015/11/17,140739,14,23,1905,1882,
2015/11/18,590781,102,102,1906,1804,
2015/11/19,189135,24,30,1858,1828,
2015/11/20,101221,16,58,1851,1793,
2015/11/23,221605,35,82,1813,1731,
2015/11/24,182159,37,68,1816,1748,
2015/11/25,132679,31,44,1843,1799,
2015/11/26,209594,60,67,1885,1818,
2015/11/27,80923,19,30,1860,1830,
2015/11/30,182258,30,39,1661,1622,
2015/12/1,277193,42,54,1695,1641,
2015/12/2,180518,18,37,1703,1666,
2015/12/3,170393,12,19,1652,1633,
2015/12/4,193804,31,32,1649,1617,
2015/12/7,239120,36,45,1663,1618,
2015/12/8,328718,37,50,1642,1592,
2015/12/9,124462,15,20,1633,1613,
2015/12/10,171421,18,22,1627,1605,
2015/12/11,106015,10,31,1654,1623,
2015/12/14,173183,20,45,1668,1623,
2015/12/15,148801,16,34,1690,1656,
2015/12/16,110286,15,15,1675,1660,
2015/12/17,198733,21,36,1686,1650,
2015/12/18,104388,14,34,1674,1640,
2015/12/21,151722,18,30,1695,1665,
2015/12/22,144640,14,23,1696,1673,
2015/12/23,215553,28,29,1704,1675,
2015/12/24,223105,19,22,1726,1704,
2015/12/25,116743,13,13,1719,1706,
2015/12/28,220147,31,37,1716,1679,
2015/12/29,93122,12,48,1731,1683,
2015/12/30,166858,16,19,1743,1724,
2015/12/31,71096,9,25,1753,1728,
2016/1/4,245908,53,57,1765,1708,
2016/1/5,142492,15,24,1746,1722,
2016/1/6,202110,22,22,1757,1735,
2016/1/7,255979,26,28,1747,1719,
2016/1/8,190792,13,28,1773,1745,
2016/1/11,287231,23,41,1756,1715,
2016/1/12,258355,23,25,1729,1704,
2016/1/13,161291,17,32,1724,1692,
2016/1/14,150164,14,29,1723,1694,
2016/1/15,141577,16,20,1728,1708,
2016/1/18,251506,35,47,1751,1704,
2016/1/19,189883,23,32,1781,1749,
2016/1/20,134171,10,20,1767,1747,
2016/1/21,202452,25,27,1778,1751,
2016/1/22,183491,17,38,1786,1748,
2016/1/25,248552,25,25,1766,1741,
2016/1/26,163020,21,21,1760,1739,
2016/1/27,155477,14,33,1776,1743,
2016/1/28,114390,11,17,1767,1750,
2016/1/29,135121,15,19,1762,1743,
2016/2/1,84486,13,17,1764,1747,
2016/2/2,127236,19,33,1758,1725,
2016/2/3,54640,6,26,1770,1744,
2016/2/4,227352,32,42,1802,1760,
2016/2/5,61299,10,14,1795,1781,
2016/2/15,153501,41,55,1834,1779,
2016/2/16,124577,15,17,1837,1820,
2016/2/17,94117,15,27,1842,1815,
2016/2/18,120334,10,12,1836,1824,
2016/2/19,135091,15,28,1864,1836,
2016/2/22,149244,26,53,1896,1843,
2016/2/23,113726,19,20,1861,1841,
2016/2/24,116031,21,38,1858,1820,
2016/2/25,187738,18,31,1832,1801,
2016/2/26,128077,16,21,1792,1771,
2016/2/29,119485,15,28,1790,1762,
2016/3/1,137881,11,46,1824,1778,
2016/3/2,78371,11,39,1841,1802,
2016/3/3,149112,15,62,1839,1777,
2016/3/4,301993,38,55,1830,1775,
2016/3/7,256379,17,20,1890,1870,
2016/3/8,300395,54,92,1924,1832,
2016/3/9,357660,62,122,1984,1862,
2016/3/10,288418,49,68,1975,1907,
2016/3/11,130289,21,26,1932,1906,
2016/3/14,166154,24,32,1947,1915,
2016/3/15,78613,12,27,1927,1900,
2016/3/16,104063,17,26,1933,1907,
2016/3/17,104762,18,25,1960,1935,
2016/3/18,255013,56,66,2035,1969,
2016/3/21,107434,14,54,2045,1991,
2016/3/22,258294,63,65,2061,1996,
2016/3/23,92771,23,50,2031,1981,
2016/3/24,79615,20,67,1985,1918,
2016/3/25,73538,23,47,1949,1902,
2016/3/28,99541,23,50,1945,1895,
2016/3/29,85912,26,26,1908,1882,
2016/3/30,60912,15,28,1905,1877,
2016/3/31,70311,15,26,1890,1864,
2016/4/1,61696,19,19,1888,1869,
2016/4/5,108120,36,36,1866,1830,
2016/4/6,53733,18,26,1867,1841,
2016/4/7,22709,8,15,1863,1848,
2016/4/8,56994,16,20,1909,1889,
2016/4/11,108921,31,93,1948,1855,
2016/4/12,112705,25,25,1890,1865,
2016/4/13,223866,54,57,1971,1914,
2016/4/14,76351,17,64,1989,1925,
2016/4/15,97903,24,37,1981,1944,
2016/4/18,179625,47,53,1978,1925,
2016/4/19,134032,27,62,2000,1938,
2016/4/20,170024,28,49,1995,1946,
2016/4/21,311070,58,82,2073,1991,
2016/4/22,126411,36,42,2025,1983,
2016/4/25,148340,40,77,2060,1983,
2016/4/26,168398,59,59,2072,2013,
2016/4/27,192306,35,60,2090,2030,
2016/4/28,114185,20,40,2056,2016,
2016/4/29,116991,22,23,2061,2038,
2016/5/3,139392,43,58,2048,1990,
2016/5/4,58058,16,21,2007,1986,
2016/5/5,88334,23,36,2010,1974,
2016/5/6,90464,24,26,1957,1931,
2016/5/9,98392,29,49,1954,1905,
2016/5/10,76705,27,38,1946,1908,
2016/5/11,95115,18,21,1962,1941,
2016/5/12,84763,23,27,1959,1932,
2016/5/13,137411,34,37,1920,1883,
2016/5/16,80289,14,26,1916,1890,
2016/5/17,47439,10,27,1927,1900,
2016/5/18,66599,12,47,1936,1889,
2016/5/19,77674,18,63,1900,1837,
2016/5/20,68739,19,19,1876,1857,
2016/5/23,62661,16,36,1844,1808,
2016/5/24,68797,17,26,1837,1811,
2016/5/25,56945,12,29,1849,1820,
2016/5/26,36909,9,52,1898,1846,
2016/5/27,33885,10,27,1888,1861,
2016/5/30,54346,15,31,1899,1868,
2016/5/31,43372,11,28,1913,1885,
2016/6/1,50833,13,32,1898,1866,
2016/6/2,56137,15,25,1921,1896,
2016/6/3,64614,17,20,1924,1904,
2016/6/6,53066,11,26,1924,1898,
2016/6/7,72042,22,24,1923,1899,
2016/6/8,46152,9,26,1922,1896,
2016/6/13,106735,35,35,1887,1852,
2016/6/14,61039,15,34,1879,1845,
2016/6/15,59974,18,25,1866,1841,
2016/6/16,100421,29,31,1879,1848,
2016/6/17,56221,18,34,1892,1858,
2016/6/20,69991,17,20,1915,1895,
2016/6/21,48023,16,28,1918,1890,
2016/6/22,38453,10,29,1915,1886,
2016/6/23,65188,23,28,1919,1891,
2016/6/24,66812,14,56,1908,1852,
2016/6/27,70837,21,55,1916,1861,
2016/6/28,45431,17,76,1979,1903,
2016/6/29,184308,50,54,2009,1955,
2016/6/30,107462,26,40,2014,1974,
2016/7/1,82726,26,30,1992,1962,
2016/7/4,183735,49,49,2062,2013,
2016/7/5,198725,71,71,2003,1932,
2016/7/6,103737,40,45,1958,1913,
2016/7/7,64338,22,26,1969,1943,
2016/7/8,71822,20,46,1935,1889,
2016/7/11,45786,18,31,1926,1895,
2016/7/12,39565,18,38,1949,1911,
2016/7/13,91177,26,47,1989,1942,
2016/7/14,71351,15,36,1971,1935,
2016/7/15,77637,23,33,1953,1920,
2016/7/18,51211,16,43,1921,1878,
2016/7/19,49461,17,28,1896,1868,
2016/7/20,68955,26,27,1888,1861,
2016/7/21,51275,13,22,1908,1886,
2016/7/22,45813,15,45,1888,1843,
2016/7/25,46435,12,22,1856,1834,
2016/7/26,24229,9,32,1867,1835,
2016/7/27,28275,12,35,1874,1839,
2016/7/28,46357,28,34,1871,1837,
2016/7/29,42807,18,40,1879,1839,
2016/8/1,74233,26,36,1928,1892,
2016/8/2,38575,15,24,1929,1905,
2016/8/3,26587,9,17,1914,1897,
2016/8/4,38745,14,41,1924,1883,
2016/8/5,37600,12,17,1919,1902,
2016/8/8,31293,12,22,1913,1891,
2016/8/9,47501,20,27,1922,1895,
2016/8/10,58620,25,31,2051,2020,
2016/8/11,36427,17,43,2058,2015,
2016/8/12,106147,25,30,2065,2035,
2016/8/15,74464,29,31,2072,2041,
2016/8/16,30870,11,16,2067,2051,
2016/8/17,59092,18,22,2060,2038,
2016/8/18,37818,16,19,2045,2026,
2016/8/19,33509,14,18,2034,2016,
2016/8/22,80693,21,50,2002,1952,
2016/8/23,34240,16,21,1976,1955,
2016/8/24,30479,13,20,1971,1951,
2016/8/25,34644,13,50,1985,1935,
2016/8/26,58959,19,25,1967,1942,
2016/8/29,47824,13,34,1952,1918,
2016/8/30,25441,9,17,1935,1918,
2016/8/31,56907,19,24,1949,1925,
2016/9/1,48225,13,28,1962,1934,
2016/9/2,42942,15,24,1979,1955,
2016/9/5,81264,31,48,2013,1965,
2016/9/6,40696,12,30,2034,2004,
2016/9/7,50268,12,18,2031,2013,
2016/9/8,45011,7,33,2047,2014,
2016/9/9,36099,11,18,2037,2019,
2016/9/12,197307,33,45,2066,2021,
2016/9/13,98335,25,33,2048,2015,
2016/9/14,87882,18,18,2045,2027,
2016/9/19,232289,46,57,2095,2038,
2016/9/20,125772,22,22,2092,2070,
2016/9/21,64108,13,49,2095,2046,
2016/9/22,137028,26,31,2071,2040,
2016/9/23,99071,21,27,2041,2014,
2016/9/26,110998,26,26,2048,2022,
2016/9/27,51476,13,22,2038,2016,
2016/9/28,49751,14,41,2061,2020,
2016/9/29,210106,55,60,2122,2062,
2016/9/30,57929,18,20,2099,2079,
2016/10/10,228032,67,67,2215,2148,
2016/10/11,141537,25,47,2273,2226,
2016/10/12,72108,15,38,2257,2219,
2016/10/13,81097,25,34,2245,2211,
2016/10/14,116589,22,50,2277,2227,
2016/10/17,210053,52,52,2288,2236,
2016/10/18,61102,10,48,2290,2242,
2016/10/19,138654,20,76,2326,2250,
2016/10/20,107406,31,53,2306,2253,
2016/10/21,64212,12,23,2249,2226,
2016/10/24,76434,11,21,2253,2232,
2016/10/25,104691,25,50,2332,2282,
2016/10/26,159161,50,55,2351,2296,
2016/10/27,78326,22,34,2346,2312,
2016/10/28,82908,29,56,2389,2333,
2016/10/31,247620,71,73,2477,2404,
2016/11/1,99145,28,56,2490,2434,
2016/11/2,137121,44,93,2475,2382,
2016/11/3,93846,34,47,2422,2375,
2016/11/4,134327,57,106,2449,2343,
2016/11/7,89954,43,72,2442,2370,
2016/11/8,129215,44,52,2409,2357,
2016/11/9,139450,71,82,2483,2401,
2016/11/10,88690,61,69,2434,2365,
2016/11/11,155392,69,71,2521,2450,
2016/11/14,56503,45,56,2392,2336,
2016/11/15,64162,35,116,2398,2282,
2016/11/16,58632,33,46,2383,2337,
2016/11/17,136185,61,65,2467,2402,
2016/11/18,78435,35,37,2460,2423,
2016/11/21,188966,104,118,2577,2459,
2016/11/22,118316,46,62,2614,2552,
2016/11/23,66258,34,34,2585,2551,
2016/11/24,94285,42,103,2598,2495,
2016/11/25,66123,48,48,2535,2487,
2016/11/28,62258,38,62,2559,2497,
2016/11/29,39460,24,43,2535,2492,
2016/11/30,34524,41,65,2505,2440,
2016/12/1,24939,31,54,2535,2481,
2016/12/2,54944,49,89,2581,2492,
2016/12/5,166147,55,55,2660,2605,
2016/12/6,93143,42,74,2754,2680,
2016/12/7,159219,77,87,2848,2761,
2016/12/8,79655,36,71,2853,2782,
2016/12/9,105931,45,109,2892,2783,
2016/12/12,123781,77,80,2948,2868,
2016/12/13,80942,25,37,2885,2848,
2016/12/14,81568,31,86,2979,2893,
2016/12/15,133622,51,72,2993,2921,
2016/12/16,86094,28,63,3010,2947,
2016/12/19,92887,32,108,2930,2822,
2016/12/20,62288,30,76,2844,2768,
2016/12/21,82962,29,67,2845,2778,
2016/12/22,127788,48,59,2836,2777,
2016/12/23,89525,36,54,2782,2728,
2016/12/26,127731,60,85,2767,2682,
2016/12/27,113536,52,127,2855,2728,
2016/12/28,83416,21,76,2911,2835,
2016/12/29,53042,23,57,2896,2839,
2016/12/30,82785,38,60,2790,2730,
2017/1/3,158994,84,114,2770,2656,
2017/1/4,87776,27,72,2704,2632,
2017/1/5,80476,37,38,2688,2650,
2017/1/6,68390,18,60,2696,2636,
2017/1/9,97096,42,73,2718,2645,
2017/1/10,104302,50,94,2744,2650,
2017/1/11,102001,42,57,2735,2678,
2017/1/12,130965,42,52,2762,2710,
2017/1/13,69307,27,34,2766,2732,
2017/1/16,139879,90,92,2888,2796,
2017/1/17,76070,53,61,2864,2803,
2017/1/18,78498,32,43,2849,2806,
2017/1/19,68893,32,33,2798,2765,
2017/1/20,56774,17,43,2843,2800,
2017/1/23,92426,44,44,2875,2831,
2017/1/24,44183,14,36,2879,2843,
2017/1/25,90573,86,104,2948,2844,
2017/1/26,40567,32,32,2935,2903,
2017/2/3,58868,72,111,2992,2881,
2017/2/6,86439,38,38,2947,2909,
2017/2/7,45605,16,34,2964,2930,
2017/2/8,91039,38,44,2963,2919,
2017/2/9,140973,46,70,2982,2912,
2017/2/10,145520,40,67,2957,2890,
2017/2/13,140826,65,68,3057,2989,
2017/2/14,61144,23,87,3107,3020,
2017/2/15,107711,32,52,3112,3060,
2017/2/16,73904,24,96,3119,3023,
2017/2/17,135517,59,89,3100,3011,
2017/2/20,144082,55,65,3095,3030,
2017/2/21,94536,23,128,3078,2950,
2017/2/22,120270,35,44,2972,2928,
2017/2/23,77618,34,101,2966,2865,
2017/2/24,75052,27,53,2936,2883,
2017/2/27,83945,27,64,2995,2931,
2017/2/28,36766,18,80,2970,2890,
2017/3/1,67204,19,72,2922,2850,
2017/3/2,90106,25,53,2883,2830,
2017/3/3,116061,44,48,2876,2828,
2017/3/6,88107,32,54,2874,2820,
2017/3/7,80443,20,30,2862,2832,
2017/3/8,89298,25,47,2809,2762,
2017/3/9,164794,65,65,2758,2693,
2017/3/10,59156,31,31,2748,2717,
2017/3/13,122557,48,101,2711,2610,
2017/3/14,80486,35,58,2707,2649,
2017/3/15,103558,46,46,2734,2688,
2017/3/16,178944,55,63,2725,2662,
2017/3/17,81298,27,47,2710,2663,
2017/3/20,132483,64,70,2690,2620,
2017/3/21,94057,41,82,2643,2561,
2017/3/22,100055,40,40,2563,2523,
2017/3/23,67426,19,32,2554,2522,
2017/3/24,59264,24,40,2561,2521,
2017/3/27,123927,54,54,2511,2457,
2017/3/28,88564,40,40,2543,2503,
2017/3/29,76137,38,38,2573,2535,
2017/3/30,54334,38,42,2585,2543,
2017/3/31,56866,29,40,2607,2567,
2017/4/5,70036,41,99,2653,2554,
2017/4/6,36269,32,44,2670,2626,
2017/4/7,58188,62,81,2722,2641,
2017/4/10,83230,40,44,2555,2511,
2017/4/11,89408,36,77,2542,2465,
2017/4/12,64105,26,42,2496,2454,
2017/4/13,77442,43,83,2493,2410,
2017/4/14,166798,73,95,2468,2373,
2017/4/17,81551,30,61,2426,2365,
2017/4/18,98566,46,50,2392,2342,
2017/4/19,203321,80,80,2413,2333,
2017/4/20,154284,55,70,2408,2338,
2017/4/21,89302,28,61,2425,2364,
2017/4/24,127547,36,44,2370,2326,
2017/4/25,67003,21,34,2373,2339,
2017/4/26,101283,35,53,2387,2334,
2017/4/27,75767,16,21,2396,2375,
2017/4/28,86591,23,29,2419,2390,
2017/5/2,144483,47,51,2402,2351,
2017/5/3,103279,23,31,2406,2375,
